	NC	TA	AP1	AR	ARNT1	B-catenin	Brachyury	cMyc	CRE	E2F1	ER	ETS1	FOXA	FOXOA3	GATA1	GATA2	GATA3	GATA6	GLI	GR	HIF1	HNF1A	HOXa1	HSTF	IRF	ISRE	KLF4	LHX8	MEF1	Mnx1	Myb1	Nanog	NeuroD	NFAT	NFkB	Nobox	Notch	p53	P53/73	PAX1	PEA3	POUF1	PR	PTTG	RAR	RXR	SMAD	SMAD3/4	Sox	SP1	SRE	SRF	STAT1	STAT3	STAT4	STAT5	WT1	YY1	repeats	time	treatment	Cell_Type	experiment
45	0	1	0.438566553	2.472696246	4.061433447	0.110921502	0.074232082	0.735494881	0.78668942	1.889078498	1.040955631	0.903583618	0.596416382	0	0.187713311	1.715017065	2.094709898	0.17662116	0.234641638	1.509385666	0.274744027	0.675767918	2.613481229	2.709044369	2.510238908	1.203071672	0.955631399	2.707337884	2.237201365	2	1.609215017	1.67662116	0.33105802	0.342150171	0.23890785	0.862627986	0.559726962	0.204778157	0.641638225	0.673208191	0.77559727	1.082764505	1.857508532	1.667235495	1.781569966	2.517918089	1.943686007	0.279010239	1.244027304	0.412969283	0.377986348	0.39334471	1.330204778	2.209897611	0.332764505	4.067406143	0.618600683	1.825938567	3	2	2	2	1
253	3.425790842	1	0.413647852	2.670598147	3.937657961	0.074978939	0.129738837	1.046335299	0.721145746	1.351305813	1.131423757	0.51642797	0.588037068	0.090143218	0.239258635	1.664700927	2.549283909	0.420387532	0.427969671	1.99831508	0.332771693	0.877843302	3.00589722	3.096882898	2.817186184	1.327716933	1.144903117	2.99241786	2.796967144	2.539174389	1.405223252	1.50463353	0.49620893	0.49620893	0.208930076	0.654591407	0.447346251	0.218197136	0.672283067	0.464195451	0.625105307	0.925863521	1.50884583	2.112889638	1.545071609	2.571187869	2.434709351	0.344566133	3.577085088	0.358887953	0.326874473	0.615838248	1.50126369	1.368997473	0.228306655	5.026116259	0.624262848	2.889637742	1	2	2	2	2
254	0	0.941812315	0.216512216	2.650379107	3.637742207	0.092670598	0.083403538	1.063184499	0.860151643	1.097725358	1.51137321	0.407750632	0.662173547	0.117944398	0.213984836	1.444818871	2.163437237	0.358887953	0.652064027	1.410278012	0.208087616	0.802021904	2.47851727	2.906486942	2.556023589	1.243470935	1.057287279	3.103622578	2.178601516	2.176916596	1.455770851	1.783487784	0.429654591	0.430497051	0.168491997	0.607413648	0.424599832	0.181971356	0.607413648	0.48441449	0.626790227	1.249368155	1.572030329	1.98483572	1.50631845	2.49199663	1.929233361	0.406065712	1.721988206	0.48357203	0.379106992	0.438921651	1.336983993	1.625105307	0.149115417	5.203875316	0.557708509	2.045492839	2	2	2	2	2
255	0	1.006608509	0.426284751	2.52232519	3.700926706	0.110362258	0.073294019	0.791069924	0.839932603	1.974726201	1.037068239	0.820556024	0.621735468	0.117101938	0.185341196	1.710193766	2.043807919	0.189553496	0.222409436	1.50716091	0.259477675	0.700926706	2.51895535	2.857624263	2.737994945	1.187026116	0.98904802	2.909856782	2.313395114	1.971356361	1.50463353	1.532434709	0.331086773	0.336983993	0.251053075	0.839090143	0.557708509	0.209772536	0.600673968	0.630160067	0.705139006	1.00336984	1.850042123	1.779275484	1.732097725	2.47851727	1.828138163	0.281381634	1.202190396	0.388374052	0.413647852	0.429654591	1.406908172	2.102780118	0.324347094	4.142375737	0.626790227	1.797809604	3	2	2	2	2
85	0	0.959417221	0.328881469	2.497495826	3.81803005	0.176961603	0.165275459	1.096828047	0.662771285	1.190317195	1.115191987	0.682804674	0.602671119	0.148580968	0.312186978	1.706176962	2.50918197	0.429048414	0.420701169	2.110183639	0.348914858	0.886477462	3.071786311	3.09015025	3.170283806	1.297161937	1.011686144	3.146911519	2.76293823	2.570951586	1.577629382	1.621035058	0.585976628	0.3639399	0.190317195	0.235392321	0.287145242	0.195325543	0.65442404	0.575959933	0.789649416	1.091819699	1.41736227	2.337228715	1.212020033	2.514190317	2.430717863	0.335559265	2.560934891	0.320534224	0.288814691	0.626043406	1.392320534	1.482470785	0.238731219	4.742904841	0.577629382	3.188647746	1	3	2	2	1
86	3.366524529	0.995187727	0.432387312	2.602671119	3.085141903	0.151919866	0.196994992	0.938230384	0.853088481	0.904841402	1.414023372	0.584307179	0.651085142	0	0.202003339	1.627712855	2.734557596	0.195325543	0.535893155	1.313856427	0.180300501	0.65442404	2.166944908	2.41903172	2.198664441	0.966611018	1.10851419	2.265442404	1.702838063	1.497495826	1.105175292	1.500834725	0.712854758	0.333889816	0	0.240400668	0.409015025	0	0.492487479	0.477462437	0.684474124	1.353923205	1.342237062	1.54590985	1.238731219	2.066777963	1.350584307	0.295492487	1.813021703	0.405676127	0.270450751	0.335559265	0.991652755	1.298831386	0	4.318864775	0.373956594	1.572621035	2	3	2	2	1
87	4.132050423	0.980480162	0.320534224	2.641068447	3.116861436	0.155258765	0	0.786310518	0.821368948	1.041736227	1.056761269	1.111853088	0.592654424	0	0.267111853	1.47245409	1.742904841	0.196994992	0.191986644	1.602671119	0.212020033	0.550918197	2.260434057	2.355592654	2.464106845	0.986644407	0.819699499	2.664440735	1.851419032	2.025041736	1.626043406	1.373956594	0.487479132	0.3639399	0.203672788	0.325542571	0.424040067	0.195325543	0.540901503	0.767946578	0.752921536	1.056761269	1.594323873	1.692821369	1.442404007	2.105175292	1.375626043	0.292153589	1.375626043	0.343906511	0.317195326	0.402337229	1.295492487	1.657762938	0.285475793	3.609348915	0.512520868	1.89148581	3	3	2	2	1
295	0	0.994810091	0.312796209	2.503949447	3.469194313	0.178515008	0.172195893	1.012638231	0.647709321	1.105845182	1.060031596	0.663507109	0.551342812	0.142180095	0.287519747	1.630331754	2.274881517	0.372827804	0.398104265	1.854660348	0.309636651	0.815165877	2.977883096	2.873617694	2.616113744	1.232227488	0.933649289	2.777251185	2.595576619	2.357030016	1.595576619	1.410742496	0.533965245	0.380726698	0.18957346	0.240126382	0.295418641	0.20221169	0.624012638	0.579778831	0.761453397	1.116903633	1.399684044	2.069510269	1.259083728	2.545023697	2.28436019	0.319115324	4.058451817	0.336492891	0.29699842	0.571879937	1.393364929	1.312796209	0.214849921	4.665086888	0.52764613	2.830963665	1	3	2	2	2
296	0	0.993229447	0.399684044	2.265402844	3.145339652	0.140600316	0.173775671	0.966824645	0.82464455	0.909952607	1.246445498	0.532385466	0.631911532	0	0.194312796	1.563981043	2.40600316	0.200631912	0.494470774	0.939968404	0.157977883	0.60821485	2.156398104	2.208530806	1.941548183	0.944707741	0.981042654	2.357030016	1.655608215	1.451816746	0.982622433	1.325434439	0.733017378	0.322274882	0.12164297	0.222748815	0.407582938	0.12164297	0.461295419	0.499210111	0.606635071	1.232227488	1.194312796	1.590837283	1.118483412	2.050552923	1.187993681	0.27014218	1.598736177	0.358609795	0.271721959	0.292259084	1.015797788	1.289099526	0	3.952606635	0.390205371	1.639810427	2	3	2	2	2
297	3.282415724	0.991317266	0.308056872	2.36492891	2.832543444	0.139020537	0.12164297	0.742496051	0.791469194	0.944707741	0.976303318	1.069510269	0.582938389	0.126382306	0.240126382	1.379146919	1.751974724	0.187993681	0.178515008	1.477093207	0.208530806	0.560821485	2.178515008	2.290679305	2.195892575	0.951026856	0.793048973	2.331753555	1.854660348	1.93206951	1.606635071	1.22906793	0.434439179	0.331753555	0.184834123	0.301737757	0.402843602	0.205371248	0.481832543	0.671406003	0.734597156	1.045813586	1.483412322	1.744075829	1.388625592	2.145339652	1.27014218	0.276461295	1.285939968	0.31121643	0.304897314	0.420221169	1.127962085	1.723538705	0.259083728	3.320695103	0.451816746	1.761453397	3	3	2	2	2
127	3.51675286	0.966763882	0.249460043	1.897408207	3.835853132	0.140388769	0.111231102	0.789416847	0.717062635	0.430885529	1.217062635	0.536717063	0.439524838	0	0.150107991	1.505399568	1.929805616	0.276457883	0.271058315	1.345572354	0.234341253	0.589632829	2.551835853	2.23650108	2.186825054	0.969762419	0.799136069	2.187904968	2.126349892	1.638228942	1.058315335	1.036717063	0.525917927	0.381209503	0.152267819	0.174946004	0.27537797	0.174946004	0.627429806	0.387688985	0.425485961	0.618790497	1.072354212	1.458963283	1.010799136	1.927645788	1.605831533	0.247300216	1.692224622	0.228941685	0.200863931	0.508639309	1.493520518	0.863930886	0.139308855	2.921166307	0.261339093	2.047516199	1	4	2	2	1
128	0	0.979821255	0.277537797	2.541036717	3.124190065	0.105831533	0.137149028	0.866090713	0.610151188	0.588552916	0.815334773	0.571274298	0.548596112	0.091792657	0.195464363	1.262419006	1.453563715	0.360691145	0.384449244	0.838012959	0.124190065	0.508639309	2.009719222	1.537796976	1.588552916	0.781857451	0.777537797	1.634989201	1.308855292	1.221382289	1.036717063	1.136069114	0.673866091	0.584233261	0.097192225	0.141468683	0.309935205	0.122030238	0.544276458	0.334773218	0.398488121	0.882289417	1.025917927	1.141468683	0.843412527	1.530237581	1.313174946	0.228941685	1.069114471	0.285097192	0.250539957	0.264578834	1.225701944	0.912526998	0	3.118790497	0.201943844	1.165226782	2	4	2	2	1
129	0	0.974111297	0.210583153	1.858531317	3.98812095	0.109071274	0	1.125269978	0.605831533	0.335853132	0.767818575	0.821814255	0.444924406	0.128509719	0.134989201	1.122030238	1.668466523	0.126349892	0.105831533	0.863930886	0.142548596	0.371490281	1.571274298	1.436285097	1.812095032	0.719222462	0.677105832	1.75161987	1.495680346	1.032397408	0.839092873	0.960043197	0.420086393	0.29049676	0.120950324	0.204103672	0.309935205	0.106911447	0.481641469	0.377969762	0.394168467	0.636069114	1.294816415	1.071274298	0.971922246	1.448164147	1.120950324	0.146868251	1.082073434	0.233261339	0.226781857	0.247300216	1.201943844	1.157667387	0.168466523	2.313174946	0.230021598	1.05399568	3	4	2	2	1
337	0	0.980356699	0.273542601	2.132286996	3.997757848	0.122197309	0.110986547	0.834080717	0.683856502	0.448430493	1.210762332	0.512331839	0.469730942	0	0.171524664	1.461883408	2.442825112	0.302690583	0.30044843	1.40470852	0.233183857	0.616591928	2.448430493	2.174887892	2.091928251	1.103139013	0.915919283	2.103139013	2.189461883	1.784753363	1.110986547	1.057174888	0.534753363	0.39573991	0.146860987	0.173766816	0.26793722	0.189461883	0.649103139	0.391255605	0.479820628	0.711883408	1.1132287	1.57735426	1.085201794	1.930493274	1.753363229	0.242152466	2.82735426	0.252242152	0.229820628	0.535874439	1.450672646	0.961883408	0.146860987	3.221973094	0.295964126	2.156950673	1	4	2	2	2
338	4.104902651	0.964284425	0.299327354	2.77690583	3.587443946	0.100896861	0.158071749	0.852017937	0.596412556	0.622197309	0.903587444	0.549327354	0.529147982	0.098654709	0.188340807	1.384529148	1.554932735	0.344170404	0.420403587	0.855381166	0.125560538	0.486547085	1.951793722	1.763452915	1.662556054	0.819506726	0.753363229	1.883408072	1.445067265	1.205156951	1.02690583	1.089686099	0.725336323	0.561659193	0.108744395	0.135650224	0.348654709	0.118834081	0.598654709	0.352017937	0.445067265	0.875560538	1.097533632	1.128923767	0.91367713	1.624439462	1.25896861	0.225336323	1.215246637	0.294843049	0.244394619	0.285874439	1.31838565	0.986547085	0	3.039237668	0.228699552	1.16367713	2	4	2	2	2
339	0	0.998073007	0.242152466	2.013452915	3.877802691	0.147982063	0	1.143497758	0.650224215	0.364349776	0.829596413	0.843049327	0.496636771	0.134529148	0.133408072	1.228699552	1.794843049	0.1367713	0.119955157	0.866591928	0.149103139	0.402466368	1.784753363	1.642376682	1.798206278	0.793721973	0.680493274	1.67264574	1.556053812	1.020179372	0.853139013	0.929372197	0.433856502	0.328475336	0.135650224	0.225336323	0.303811659	0.116591928	0.51793722	0.434977578	0.44955157	0.665919283	1.316143498	1.022421525	0.995515695	1.536995516	1.142376682	0.14573991	0.682735426	0.235426009	0.22309417	0.237668161	1.213004484	1.208520179	0.17264574	2.291479821	0.243273543	1.033632287	3	4	2	2	2
169	0	0.961225223	0.302643573	1.922515953	4.794895169	0.11030082	0.1349134	0.777575205	0.592525068	0.57976299	1.07657247	0.567912489	0.407474932	0.131267092	0.136736554	0.791248861	0.998176846	0.16864175	0.256153145	0.981768459	0.158614403	0.402005469	2.090246126	1.798541477	1.550592525	0.685505925	0.695533273	1.805834093	1.55515041	1.363719234	1.098450319	0.918869644	0.480401094	0.498632634	0.164995442	0.121239745	0.271649954	0.100273473	0.311759344	0.300820419	0.566089335	0.834092981	0.881494986	1.056517776	0.818596171	1.666362808	1.375569736	0.216955333	0.60437557	0.22698268	0.100273473	0.287146764	0.687329079	0.910665451	0.093892434	1.834092981	0.23609845	1.072014585	1	5	2	2	1
170	3.63512288	0.975597771	0.173199635	1.67183227	3.900638104	0.082041933	0.113947129	0.863263446	0.601640839	0.474020055	1.007292616	0.628076572	0.515952598	0.093892434	0.093892434	0.563354603	1.08295351	0.142206016	0.263445761	0.677301732	0.126709207	0.389243391	1.775752051	1.256153145	1.247948952	0.938012762	0.707383774	1.350045579	1.196900638	0.911577028	0.804922516	0.827711942	0.524156791	0.474020055	0.122151322	0.103008204	0.243391067	0.084776664	0.378304467	0.390154968	0.462169553	0.87420237	0.813126709	1.026435734	0.834092981	1.099361896	0.987237922	0.152233364	0.881494986	0.247037375	0.151321787	0.210574294	0.784867821	0.919781222	0	2.508659982	0.154968095	0.6627165	2	5	2	2	1
171	3.465366746	1	0.320875114	2.214220602	4.672743847	0.07657247	0	0.708295351	0.697356427	0.636280766	0.822242479	0.929808569	0.492251595	0.081130356	0.072014585	0.820419325	0.886052871	0.107566089	0.126709207	0.838650866	0.132178669	0.381950775	1.633546035	1.639927074	1.396536007	0.690975387	0.600729262	1.623518687	1.349134002	1.063810392	0.936189608	0.71467639	0.412032817	0.556973564	0	0.162260711	0.290793072	0.113035552	0.306289881	0.454876937	0.489516864	0.764813127	0.871467639	0.84047402	0.905195989	1.645396536	0.903372835	0.174111212	0.814038286	0.229717411	0.231540565	0.239744758	0.703737466	1.078395624	0.10118505	2.360984503	0.171376481	0.833181404	3	5	2	2	1
379	0	1	0.312443233	2.015440509	4.769300636	0.118982743	0.140781108	0.802906449	0.544959128	0.545867393	1.16893733	0.555858311	0.443233424	0.129881926	0.129881926	0.82924614	1.039055404	0.171662125	0.248864668	0.950045413	0.158038147	0.417801998	1.951861944	1.799273388	1.63760218	0.752043597	0.661217075	1.738419619	1.706630336	1.475930972	1.061762035	0.936421435	0.504995459	0.549500454	0.157129882	0.118982743	0.285195277	0.103542234	0.337874659	0.321525886	0.530426885	0.78564941	0.876475931	1.052679382	0.769300636	1.675749319	1.475022707	0.199818347	0.566757493	0.223433243	0.110808356	0.292461399	0.754768392	0.970935513	0.090826521	2.643051771	0.237057221	0.613079019	1	5	2	2	2
380	3.425790842	1	0.163487738	1.603088102	4.128065395	0.090826521	0.111716621	0.8955495	0.633969119	0.434150772	1.008174387	0.424159855	0.499545867	0.08719346	0.08719346	0.588555858	1.077202543	0.146230699	0.266121708	0.70208901	0.120799273	0.399636694	1.801089918	1.184377838	1.215258856	0.857402361	0.665758401	1.264305177	1.152588556	0.887375114	0.761126249	0.884650318	0.561307902	0.48955495	0.121707539	0.105358765	0.243415077	0.090826521	0.387829246	0.40599455	0.429609446	0.855585831	0.747502271	1.078110808	0.818346957	1.10626703	0.943687557	0.165304269	0.900999092	0.239782016	0.154405086	0.218891916	0.854677566	0.898274296	0	2.544959128	0.158946412	1.111716621	2	5	2	2	2
381	0	1	0.321525886	2.331516803	4.985467757	0	0	0.687556767	0.649409628	0.673024523	0.790190736	0.856494096	0.46866485	0.075386013	0.075386013	0.85195277	0.832879201	0.102633969	0.128065395	0.864668483	0.129881926	0.40236149	1.718437784	1.63941871	1.374205268	0.686648501	0.586739328	1.668483197	1.252497729	1.130790191	0.939146231	0.768392371	0.438692098	0.585831063	0	0.167120799	0.267938238	0.119891008	0.326975477	0.461398728	0.515894641	0.734786558	0.928247048	0.892824705	0.869209809	1.51226158	0.95640327	0.161671208	0.750227066	0.211625795	0.237057221	0.246139873	0.76657584	1.100817439	0	2.168029064	0.179836512	0.901907357	3	5	2	2	2
